"event_datetime","city","temperature","light","airquality_raw","sound","humidity","dust"
"2015-03-24 19:00:00","Shanghai",14.19375085,0,27.4231104,1637.982061,41.73567106,998.0207037
"2015-03-24 20:00:00","Shanghai",14.2787139,0,27.67378361,1634.557621,42.14300188,992.9550871
"2015-03-24 21:00:00","Shanghai",14.17524793,7.432449849,27.62295036,1630.784169,42.4149357,968.0351025
"2015-03-24 22:00:00","Shanghai",14.34367673,321.4840515,28.37293861,1631.787389,42.39618517,1003.578535
"2015-03-24 23:00:00","Shanghai",15.81357959,1495.403915,29.31960035,1681.27133,39.19204769,1102.225997
"2015-03-25 00:00:00","Shanghai",17.54107305,3678.694509,28.00058248,1686.46937,34.2754479,1194.339779
"2015-03-25 01:00:00","Shanghai",19.61038381,4268.94395,24.8062473,1664.298405,27.43655196,1315.600482
"2015-03-25 02:00:00","Shanghai",21.55336826,4921.069065,26.41947703,1785.878395,23.20334168,1297.493973
"2015-03-25 03:00:00","Shanghai",21.5406898,4894.41112,25.7813022,1810.952593,22.14758328,1326.580244
"2015-03-25 04:00:00","Shanghai",21.8917523,4887.463136,25.51287316,1800.223093,21.79882977,1275.170044
"2015-03-25 05:00:00","Shanghai",21.98717491,3507.694114,25.21064799,1804.535765,21.95600645,1307.406745
"2015-03-25 06:00:00","Shanghai",20.88142707,2042.744264,25.23823127,1795.387678,23.28885428,1272.284887
"2015-03-25 07:00:00","Shanghai",20.094003,1454.062239,24.76256302,1809.572038,24.01772054,1181.017978
"2015-03-25 08:00:00","Shanghai",18.89760907,879.0428843,25.91213248,1813.588849,28.06202167,1202.396789
"2015-03-25 09:00:00","Shanghai",17.70902731,302.8673081,26.9547373,1809.224929,32.58259311,1233.195905
"2015-03-25 10:00:00","Shanghai",16.4951637,9.839147372,27.71804099,1796.705402,34.93780875,1220.925963
"2015-03-25 11:00:00","Shanghai",15.70108778,0.006889764,27.47016082,1779.536699,38.88785832,1125.660869
"2015-03-25 12:00:00","Shanghai",15.34725523,0.03255814,27.93908171,1746.323376,42.3179857,1070.929243
"2015-03-25 13:00:00","Shanghai",15.2141323,0.556405577,28.45443645,1749.31333,44.86114118,1085.983629
"2015-03-25 14:00:00","Shanghai",15.14086061,0.292725962,29.25155475,1737.73209,46.33077112,1063.578711
"2015-03-25 15:00:00","Shanghai",14.94448383,0.018023371,28.72727265,1698.937647,47.81467232,1023.430377
"2015-03-25 16:00:00","Shanghai",14.76617265,0.067011019,28.56292008,1725.396807,48.84830504,1023.783589
"2015-03-25 17:00:00","Shanghai",14.81769476,0.027073365,28.4376311,1669.39981,48.54903747,1015.094807
"2015-03-25 18:00:00","Shanghai",14.75300212,0,28.94677758,1652.110827,49.55098241,998.4216081
"2015-03-25 19:00:00","Shanghai",14.41052834,0,29.36929932,1639.910094,52.22267316,1032.564846
"2015-03-25 20:00:00","Shanghai",14.45738202,0,29.71931261,1668.2624,53.93025895,1069.166227
"2015-03-25 21:00:00","Shanghai",14.80723326,10.00186252,30.28496585,1608.874416,54.67005014,990.6578925
"2015-03-25 22:00:00","Shanghai",15.26424837,383.1566408,30.99197945,1617.7152,53.99126099,996.251125
"2015-03-25 23:00:00","Shanghai",16.56115279,1876.30067,32.07313775,1687.043545,50.16374487,1168.088897
"2015-03-26 00:00:00","Shanghai",18.47690939,4225.68422,31.20319156,1719.983101,44.23490925,1167.547895
"2015-03-26 01:00:00","Shanghai",20.54198627,4581.76951,30.24193549,1757.162501,38.10754159,1211.891108
"2015-03-26 02:00:00","Shanghai",21.64909176,5343.040221,30.29257648,1828.455326,35.16773291,1264.477211
"2015-03-26 03:00:00","Shanghai",22.50369952,5741.562783,29.94969305,1802.955637,33.16020934,1883.56999
"2015-03-26 04:00:00","Shanghai",22.52953196,6191.708227,29.61560113,1824.391132,32.17209714,1779.016225
"2015-03-26 05:00:00","Shanghai",22.06999271,3808.359697,30.21672055,1785.196252,33.60788821,1584.310359
"2015-03-26 06:00:00","Shanghai",21.30299667,2283.131378,30.02305357,1796.971347,35.98106377,1567.725136
"2015-03-26 07:00:00","Shanghai",19.79447991,1305.492993,30.53249301,1871.683085,40.93961716,1361.350498
"2015-03-26 08:00:00","Shanghai",18.84160223,619.5813224,31.16615466,1840.977615,44.81571575,1163.321233
"2015-03-26 09:00:00","Shanghai",18.11167535,125.6279461,32.2506797,1819.495494,48.96119735,1259.659952
"2015-03-26 10:00:00","Shanghai",17.72689418,2.944545271,33.25747123,1766.584694,52.64229093,1168.801938
"2015-03-26 11:00:00","Shanghai",17.23278066,0.004281346,34.43545957,1719.933207,59.16410622,1156.308945
"2015-03-26 12:00:00","Shanghai",16.52029744,0,34.04685718,1745.393907,64.58081092,1577.858136
"2015-03-26 13:00:00","Shanghai",16.12350354,0,34.21281891,1749.4689,67.74580418,2069.523704
"2015-03-26 14:00:00","Shanghai",15.92878135,0,34.03297505,1768.971785,69.40807202,1150.162806
"2015-03-26 15:00:00","Shanghai",15.84415459,0,33.78705416,1746.230841,69.91759387,1094.214175
"2015-03-26 16:00:00","Shanghai",15.65223509,0,33.27219073,1694.915863,70.24474227,1412.149401
"2015-03-26 17:00:00","Shanghai",15.63012437,0,32.38050995,1624.626147,71.04914019,1461.609248
"2015-03-26 18:00:00","Shanghai",15.60261888,0,32.36643046,1618.140388,70.3748845,1439.469119
"2015-03-26 19:00:00","Shanghai",15.59887409,0,32.76077226,1633.618036,69.68686284,1441.623054
"2015-03-26 20:00:00","Shanghai",15.64863107,0,32.2189177,1623.296382,69.23908296,1367.514804
